SurveyPurpose,Protocol,WaterID,WaterName,SampleDate,Location,Elevation,UTMZone,UTMX,UTMY,INCLUDE,KMB COMMENTS,NewUTMX,NewUTMY,Basin,StationLength,AvgWidth,StationCode,SiteType,SurveyID,Comment,Narrative,USGS
NULL,PRESENCE/ABSENCE,31461,PURGATOIRE R #1,3/9/06,BLW HWY 350,5590,13,560490,4126893,,,560492,4126897,Arkansas,525,28.2,AR0182,NULL,1908,NULL,LFL# AR06-07 SER Sample Number in related SampleF records MARK column - 381.00206,NO
NULL,PRESENCE/ABSENCE,31461,PURGATOIRE R #1,3/9/06,ABV CO RD 75.1 0,5850,13,547644,4118955,,,547644,4118954,Arkansas,568,18,AR0405,NULL,2438,NULL,LFL# AR06-06 SER Sample Number in related SampleF records MARK column - 1677.00206,NO
NULL,PRESENCE/ABSENCE,31461,PURGATOIRE R #1,3/10/06,ABV Fishers Crossing,5485,13,567177,4123126,,,567177,4123127,Arkansas,627,25.6,AR0393,NULL,688,NULL,LFL# AR06-09 SER Sample Number in related SampleF records MARK column - 1665.00206,NO
NULL,PRESENCE/ABSENCE,31461,PURGATOIRE R #1,3/10/06,ABV CO RD 85.0,5682,13,555447,4124915,,,555447,4124915,Arkansas,548,31.2,AR0555,NULL,776,NULL,LFL# AR06-08 SER Sample Number in related SampleF records MARK column - 3728.00106,NO
NULL,PRESENCE/ABSENCE,31461,PURGATOIRE R #1,3/14/06,ABV Patterson Crossing,5419,13,570197,4119275,,,570197,4119275,Arkansas,505,20,AR0396,NULL,113,NULL,LFL# AR06-10 SER Sample Number in related SampleF records MARK column - 1668.00206,NO
NULL,PRESENCE/ABSENCE,31461,PURGATOIRE R #1,3/14/06,1 KM ABV CO RD 145,5333,13,576911,4116223,,,576911,4116223,Arkansas,994,33.1,AR2031,NULL,1451,NULL,LFL# AR06-11 SER Sample Number in related SampleF records MARK column - 3729.00106,NO
NULL,PRESENCE/ABSENCE,31461,PURGATOIRE R #1,3/15/06,1.2 KM ABV Bent Canyon,4395,13,619237,4159894,,,619237,4159891,Arkansas,404,30.2,AR2033,NULL,1469,NULL,LFL# AR06-13 SER Sample Number in related SampleF records MARK column - 3732.00106,NO
NULL,PRESENCE/ABSENCE,31461,PURGATOIRE R #1,3/15/06,ABV Rock Crossing 450 @ Commanche National Grassland Boundary,4354,13,623973,4164340,,,623973,4164340,Arkansas,1030,49.2,AR1724,NULL,1765,NULL,LFL# AR06-12 SER Sample Number in related SampleF records MARK column - 3733.00106,NO
NULL,PRESENCE/ABSENCE,31461,PURGATOIRE R #1,3/16/06,ABV Taylor Arroyo,4651,13,603291,4141315,,,603293,4141317,Arkansas,682,43.3,AR0435,NULL,1126,NULL,LFL# AR06-14;  also seined 1 pool in Taylor Arroyo SER Sample Number in related SampleF records MARK column - 3731.00106,NO
NULL,PRESENCE/ABSENCE,31461,PURGATOIRE R #1,3/17/06,ABV Van Bremer Arroyo,4806,13,596539,4133668,,,596539,4133669,Arkansas,535,29.2,AR0434,NULL,2209,NULL,LFL# AR06-15;  also seined 1 isolated pool in Van Bremer Arroyo SER Sample Number in related SampleF records MARK column - 3730.00106,NO
NULL,PRESENCE/ABSENCE,31461,PURGATOIRE R #1,3/27/06,ABV N Linden St In Trinidad,5978,13,544438,4114172,,,544439,4114169,Arkansas,827,31.2,AR2036,NULL,1596,NULL,LFL# AR06-16 SER Sample Number in related SampleF records MARK column - 3727.00106,NO
NULL,PRESENCE/ABSENCE,31461,PURGATOIRE R #1,3/28/06,ABV N Animas St,5994,13,543498,4113696,,,543496,4113698,Arkansas,781,30.2,AR2038,NULL,1597,NULL,LFL# AR06-18 SER Sample Number in related SampleF records MARK column - 3726.00106,NO
NULL,PRESENCE/ABSENCE,31461,PURGATOIRE R #1,3/28/06,1850 M (1.1 Mi) ABV Miller Canyon (SE Random #56),4309,13,627004,4168952,,,627003,4168953,Arkansas,522,40.7,AR2037,NULL,2201,NULL,LFL# AR06-17 SER Sample Number in related SampleF records MARK column - 655.00206,NO
NULL,PRESENCE/ABSENCE,28945,APISHAPA RIVER,3/29/06,BLW Cross Canyon E,5230,13,566430,4164125,,,566444,4164115,Arkansas,1214,15.8,AR0446,NULL,1574,NULL,LFL# AR06-20 SER Sample Number in related SampleF records MARK column - 288.00206,NO
NULL,PRESENCE/ABSENCE,28945,APISHAPA RIVER,3/29/06,325 M BLW CO RD 63.1 Near Aguilar,6315,13,531748,4139589,,,531748,4139589,Arkansas,522,9.2,AR0186,NULL,1931,NULL,LFL# AR06-19 SER Sample Number in related SampleF records MARK column - 385.00206,NO
NULL,PRESENCE/ABSENCE,28945,APISHAPA RIVER,3/30/06,800 M ABV CO RD HH5,4322,13,588831,4215800,,,588833,4215800,Arkansas,285,24,AR2042,NULL,2202,NULL,LFL# AR06-23 SER Sample Number in related SampleF records MARK column - 933.00206,NO
NULL,PRESENCE/ABSENCE,28945,APISHAPA RIVER,3/30/06,175 M BLW HWY 10,4529,13,587477,4196432,,,587495,4196420,Arkansas,712,3.9,AR0294,NULL,4476,NULL,LFL# AR06-22 SER Sample Number in related SampleF records MARK column - 897.00206,NO
"Species Presence, Community Composition and Relative Abundance",PRESENCE/ABSENCE,28945,APISHAPA RIVER,3/30/06,ABV White Rock Rd,4784,13,577160,4180654,,,577160,4180654,Arkansas,NULL,NULL,AR0080,NULL,24915,423.00206 NO FISH,SampleF records have SER sample number in Mark column - 423.00206,NO
NULL,PRESENCE/ABSENCE,33275,ST CHARLES R #1,4/11/06,ABV I-25,4972,13,528783,4219293,,,528783,4219293,Arkansas,538,16.1,AR0078,NULL,311,NULL,LFL# AR06-27 SER Sample Number in related SampleF records MARK column - 226.00206,NO
NULL,PRESENCE/ABSENCE,33275,ST CHARLES R #1,4/11/06,0.1 MI ABV S Burnt Mill Rd,5333,13,517934,4211376,,,517934,4211376,Arkansas,400,18,AR2045,NULL,1452,NULL,LFL# AR06-26 SER Sample Number in related SampleF records MARK column - 247.00206,NO
NULL,PRESENCE/ABSENCE,33275,ST CHARLES R #1,4/11/06,0.5 MI ABV Three River Rd,6254,13,504266,4208821,,,504266,4208821,Arkansas,325,12.5,AR2044,NULL,1598,NULL,LFL# AR06-25 SER Sample Number in related SampleF records MARK column - 1555.00206,NO
NULL,PRESENCE/ABSENCE,33275,ST CHARLES R #1,4/12/06,ABV South Rd,4616,13,543830,4231085,,,543830,4231085,Arkansas,358,23.6,AR0088,NULL,235,NULL,LFL# AR06-29 SER Sample Number in related SampleF records MARK column - 245.00206,NO
NULL,PRESENCE/ABSENCE,33275,ST CHARLES R #1,4/12/06,BLW Lime Quarries Rd,4862,13,532944,4221906,,,532944,4221906,Arkansas,735,22,AR0087,NULL,889,NULL,LFL# AR06-28,NO
NULL,PRESENCE/ABSENCE,33275,ST CHARLES R #1,4/12/06,0.25 MI ABV Edson Arroyo,4808,13,535199,4224230,,,535199,4224230,Arkansas,728,21.8,AR2299,NULL,25143,244.00206,SampleF records have SER sample number in Mark column - 244.00206,NO
NULL,PRESENCE/ABSENCE,33275,ST CHARLES R #1,4/13/06,BLW Business Loop HWY 50 (SC-5),4592,13,544677,4233201,,,544677,4233201,Arkansas,807,17.4,AR0089,NULL,52,NULL,LFL# AR06-30 SER Sample Number in related SampleF records MARK column - 246.00206,NO
NULL,PRESENCE/ABSENCE,30128,HUERFANO R #1,5/16/06,367 M N CO RD 615,6301,13,502662,4176173,,,502662,4176173,Arkansas,656,16.1,AR0356,NULL,1091,NULL,LFL# AR06-33 SER Sample Number in related SampleF records MARK column - 1534.00206,NO
NULL,PRESENCE/ABSENCE,30128,HUERFANO R #1,5/17/06,ABV I-25,5949,13,514393,4178660,,,514393,4178660,Arkansas,1171,10.5,AR0328,NULL,1088,NULL,LFL# AR06-37 SER Sample Number in related SampleF records MARK column - 1494.00206,NO
NULL,PRESENCE/ABSENCE,29581,CUCHARAS RIVER #1,5/17/06,BLW CO RD 340,6192,13,518022,4163293,,,518022,4163293,Arkansas,NULL,NULL,AR0359,NULL,24556,1538.00206 NO FISH,SampleF records have SER sample number in Mark column - 1538.00206,NO
NULL,PRESENCE/ABSENCE,30128,HUERFANO R #1,5/18/06,BLW Horse Pasture Canyon,4858,13,547403,4207196,,,547403,4207196,Arkansas,2523,48.2,AR0082,NULL,35,NULL,LFL# AR06-38 SER Sample Number in related SampleF records MARK column - 239.00206,NO
NULL,PRESENCE/ABSENCE,30128,HUERFANO R #1,5/18/06,BLW Fields Rd,4600,13,557417,4222197,,,557432,4222182,Arkansas,98,35.1,AR0084,NULL,48,NULL,LFL# AR06-39 SER Sample Number in related SampleF records MARK column - 241.00206,NO
NULL,PRESENCE/ABSENCE,30128,HUERFANO R #1,5/19/06,100 M BLW HWY 50 Business,4449,13,564718,4231172,,,564711,4231180,Arkansas,879,24.3,AR0085,NULL,231,NULL,LFL# AR06-40 SER Sample Number in related SampleF records MARK column - 242.00206,NO
"Species Presence, Community Composition and Relative Abundance",PRESENCE/ABSENCE,33990,UNMANAGED STM AR MJ DRAIN,6/26/06,Clover Ditch - ABV I-25,5793,13,518794,4291832,,,518794,4291830,Arkansas,106,10.4,AR1877,NULL,24691,4052.00106,SampleF records have SER sample number in Mark column - 4052.00106,NO
"Species Presence, Community Composition and Relative Abundance",PRESENCE/ABSENCE,33990,UNMANAGED STM AR MJ DRAIN,6/26/06,BLW Brown Rd ABV Butts Rd S Of Hospital,5782,13,519322,4285514,,,519343,4285523,Arkansas,200,7.6,AR1919,NULL,24848,4048.00106,SampleF records have SER sample number in Mark column - 4048.00106,NO
"Species Presence, Community Composition and Relative Abundance",PRESENCE/ABSENCE,33990,UNMANAGED STM AR MJ DRAIN,6/26/06,175 M ABV I-25,5744,13,520554,4289389,,,520556,4289393,Arkansas,400,NULL,AR1910,NULL,25994,4047.00106 NO FISH,SampleF records have SER sample number in Mark column - 4047.00106,NO
NULL,PRESENCE/ABSENCE,33990,UNMANAGED STM AR MJ DRAIN,6/29/06,175 M ABV I-25,5744,13,520554,4289389,Include?,,520556,4289393,Arkansas,400,NULL,AR1910,NULL,2008,NO FISH,"No flow, sampled pools only.  No fish present",NO
NULL,PRESENCE/ABSENCE,33990,UNMANAGED STM AR MJ DRAIN,6/29/06,BLW Brown Rd ABV Butts Rd S Of Hospital,5782,13,519322,4285514,,,519343,4285523,Arkansas,200,7.6,AR1919,NULL,2754,NA,NA,NO
NULL,PRESENCE/ABSENCE,33990,UNMANAGED STM AR MJ DRAIN,6/29/06,175 M ABV Rock Creek 200 M BLW Old Canyon City Rd,6243,13,514507,4283417,,,514507,4283417,Arkansas,65,9,AR1918,NULL,2849,NA,"Small pool.  Due to presence of ARD, pool not vigorously sampled",NO
NULL,PRESENCE/ABSENCE,33990,UNMANAGED STM AR MJ DRAIN,6/29/06,No Name Creek - BLW Specker Ave,5705,13,521341,4286243,,,521341,4286247,Arkansas,106,10.4,AR1915,NULL,4483,NA,Nice stream section. Upper terminus 150ft below Specker Ave.,NO
"Species Presence, Community Composition and Relative Abundance",PRESENCE/ABSENCE,32779,NO-NAME STREAM - MILITARY,6/29/06,Small Arms Impact Area,5579,13,523414,4281210,,,523428,4281197,Arkansas,65,9,AR2328,NULL,24626,4049.00106,SampleF records have SER sample number in Mark column - 4049.00106,NO
NULL,PRESENCE/ABSENCE,33388,CLAY CREEK,7/14/06,ABV CO RD 12 East Of Lamar,3597,13,715766,4217396,,,715766,4217396,Arkansas,NULL,NULL,AR0002,NULL,24552,2.00606,SampleF records have SER sample number in Mark column - 2.00606,NO
"Species Presence, Community Composition and Relative Abundance",PRESENCE/ABSENCE,32136,WILLOW CREEK,7/14/06,130 M Abvparmenter St,3611,13,710838,4218091,,,710839,4218090,Arkansas,NULL,NULL,AR0625,NULL,27899,3700.00506,SampleF records have SER sample number in Mark column - 3700.00506,NO
"Species Presence, Community Composition and Relative Abundance",PRESENCE/ABSENCE,33756,BUFFALO CREEK,7/17/06,ABV HWY 385,3563,13,735553,4225731,,,735553,4225731,Arkansas,NULL,NULL,AR0018,NULL,24789,37.00606,SampleF records have SER sample number in Mark column - 37.00606,NO
"Species Presence, Community Composition and Relative Abundance",PRESENCE/ABSENCE,33756,BUFFALO CREEK,7/17/06,150 M ABV Buffalo Canal ABV Pack Trail,3471,13,737316,4219971,,,737316,4219971,Arkansas,NULL,NULL,AR0606,NULL,25132,41.00606,SampleF records have SER sample number in Mark column - 41.00606,NO
"Species Presence, Community Composition and Relative Abundance",PRESENCE/ABSENCE,33202,BIG SANDY CREEK #1,7/18/06,75 M ABV HWY 196,3551,13,720559,4221564,,,720559,4221564,Arkansas,NULL,NULL,AR0026,NULL,24612,3691.00406,SampleF records have SER sample number in Mark column - 3691.00406,NO
"Species Presence, Community Composition and Relative Abundance",PRESENCE/ABSENCE,32152,WILD HORSE CREEK,7/18/06,75 M ABV CO RD JJ,3452,13,751462,4220845,,,751462,4220845,Arkansas,NULL,NULL,AR2323,NULL,25328,3706.00306,SampleF records have SER sample number in Mark column - 3706.00306,NO
"Species Presence, Community Composition and Relative Abundance",PRESENCE/ABSENCE,32152,WILD HORSE CREEK,7/18/06,200 M BLW LL Rd (EMAP 01-0765),3500,13,751157,4223931,,,751157,4223931,Arkansas,NULL,NULL,AR1662,NULL,26547,3708.00206,SampleF records have SER sample number in Mark column - 3708.00206,NO
NULL,PRESENCE/ABSENCE,29757,FOUNTAIN CREEK #1,7/19/06,BLW 4th St Bridge,4660,13,534936,4235713,,,534941,4235713,Arkansas,NULL,NULL,AR0091,NULL,86,NULL,Sacrificed two sand shiners for tissues and collected 8 sand shiners for laboratory reproductive experiment.  Also observed flathead chubs and YOY suckers.,NO
NULL,PRESENCE/ABSENCE,28978,ARKANSAS R #3A,7/19/06,0.2 MI S Of Neilson Ave (ARE),4612,13,538936,4234659,,,538931,4234662,Arkansas,NULL,NULL,AR2075,NA,5202,NULL,Sacrificed 5 sand shiners for tissue analysis and collected 2 sand shiners for laboratory reproductive experiments.  Also observed large flathead chub.,NO
"Species Presence, Community Composition and Relative Abundance",PRESENCE/ABSENCE,33202,BIG SANDY CREEK #1,7/19/06,75 M ABV HWY 196,3551,13,720559,4221564,,,720559,4221564,Arkansas,NULL,NULL,AR0026,NULL,24610,54.00306,SampleF records have SER sample number in Mark column - 54.00306,NO
"Species Presence, Community Composition and Relative Abundance",PRESENCE/ABSENCE,28957,ARKANSAS R #1,7/28/06,125 M BLW HWY 50,3430,13,743111,4215521,,,743091,4215524,Arkansas,NULL,NULL,AR1517,NULL,24920,79.00506,SampleF records have SER sample number in Mark column - 79.00506,NO
"Species Presence, Community Composition and Relative Abundance",PRESENCE/ABSENCE,28957,ARKANSAS R #1,7/28/06,ABV HWY 50 North Of Lamar,3602,13,708801,4220221,,,708801,4220221,Arkansas,NULL,NULL,AR0004,NULL,25082,5.00706,SampleF records have SER sample number in Mark column - 5.00706,NO
NULL,PRESENCE/ABSENCE,29757,FOUNTAIN CREEK #1,8/3/06,BLW 4th St Bridge,4660,13,534936,4235713,,,534941,4235713,Arkansas,NULL,NULL,AR0091,NULL,87,NULL,Collected 8 female and 10 male sand shiners for reproductive experiments.  Also observed flathead chubs and YOY suckers.,NO
NULL,PRESENCE/ABSENCE,28978,ARKANSAS R #3A,8/3/06,0.2 MI S Of Neilson Ave (ARE),4612,13,538936,4234659,,,538931,4234662,Arkansas,NULL,NULL,AR2075,NA,5203,NULL,"Collected 10 female and 12 male sand shiners for reproductive experiments.  Also observed large flathead chub, largemouth bass, smallmouth bass, red shiner, YOY white sucker, and walleye.",NO
"Species Presence, Community Composition and Relative Abundance",PRESENCE/ABSENCE,28957,ARKANSAS R #1,8/15/06,BLW HWY 385 Bridge,3469,13,735914,4219726,,,735914,4219726,Arkansas,NULL,NULL,AR0039,NULL,25367,5061.00106,SampleF records have SER sample number in Mark column - 5061.00106,NO
NULL,PRESENCE/ABSENCE,29886,GORDON ARROYO,8/16/06,200 M ABV HWY 69,6248,13,513733,4169588,,,513733,4169588,Arkansas,300,16.8,AR2091,NULL,2784,NO FISH; Deleted duplicate surveys placed at this station with areas of 300'x10' & 300'x11.8',"Site consited of 5 ephemeral pools, no fish present",NO
NULL,PRESENCE/ABSENCE,29406,CHICOSA (CANYON) ARROYO,8/17/06,125 M ABV Frontage Rd,6084,13,541811,4127932,,,541803,4127947,Arkansas,300,5,AR2090,NULL,5223,NULL,No notes recorded,NO
NULL,PRESENCE/ABSENCE,33530,PECK CREEK,9/11/06,Pueblo Reservoir Inlet,4827,13,518543,4234533,,,518558,4234518,Arkansas,150,3,AR0470,NULL,25530,213.00206,SampleF records have SER sample number in Mark column - 213.00206,NO
"Species Presence, Community Composition and Relative Abundance",PRESENCE/ABSENCE,33554,RUSH CREEK,9/11/06,Pueblo Resevoir Inlet,4867,13,512209,4238563,,,511603,4238846,Arkansas,150,6,AR0512,NULL,26577,9709.00206,SampleF records have SER sample number in Mark column - 9709.00206,NO
NULL,PRESENCE/ABSENCE,33439,BOGGS CREEK,9/12/06,ABV HWY 96 (#2),4917,13,522221,4231247,,,522221,4231247,Arkansas,200,3,AR0054,NULL,24785,202.00406,SampleF records have SER sample number in Mark column - 202.00406,NO
"Species Presence, Community Composition and Relative Abundance",PRESENCE/ABSENCE,33990,UNMANAGED STM AR MJ DRAIN,9/12/06,Tributary To Wildhorse Creek Tributary - ABV Unnamed Trib @ PMI Motor Park,4834,13,528954,4240282,,,528962,4240266,Arkansas,150,2,AR0190,NULL,25736,403.00306 NO FISH,SampleF records have SER sample number in Mark column - 403.00306,NO
NULL,PRESENCE/ABSENCE,33990,UNMANAGED STM AR MJ DRAIN,9/12/06,Tributary To Arkansas River - 0.3 MI W Inlet to Reservoir On Pueblo SWA (#1),4915,13,516636,4235857,,,516593,4235862,Arkansas,200,4,AR0058,NULL,25816,206.00306,SampleF records have SER sample number in Mark column - 206.00306,NO
NULL,PRESENCE/ABSENCE,33592,TURKEY CREEK,9/12/06,0.6 MI ABV Arkansas River @ Pueblo Reservoir,4849,13,514910,4239000,,,514891,4238994,Arkansas,250,8,AR0061,NULL,26581,209.00206,SampleF records have SER sample number in Mark column - 209.00206,NO
"Species Presence, Community Composition and Relative Abundance",PRESENCE/ABSENCE,31742,WILLIAMS CREEK,9/12/06,BLW Baker Steamer Rd,4789,13,529994,4240611,,,529955,4240631,Arkansas,150,3,AR0133,NULL,26653,308.00206,SampleF records have SER sample number in Mark column - 308.00206,NO
NULL,PRESENCE/ABSENCE,33990,UNMANAGED STM AR MJ DRAIN,9/12/06,Tributary To Arkansas River - ABV Pueblo Reservoir SWA Rd,4942,13,516572,4235366,,,516582,4235377,Arkansas,600,1,AR0057,NULL,27138,205.00306 NO FISH,SampleF records have SER sample number in Mark column - 205.00306,NO
"Species Presence, Community Composition and Relative Abundance",PRESENCE/ABSENCE,33275,ST CHARLES R #1,9/13/06,ABV South Rd,4616,13,543830,4231085,,,543830,4231085,Arkansas,150,12,AR0088,NULL,25144,3621.00206,SampleF records have SER sample number in Mark column - 3621.00206,NO
NULL,PRESENCE/ABSENCE,33275,ST CHARLES R #1,9/13/06,0.6 MI BLW S Burnt Mill Rd,5289,13,518710,4212260,,,518710,4212260,Arkansas,150,10,AR0090,NULL,25731,247.00306,SampleF records have SER sample number in Mark column - 247.00306,NO
"Species Presence, Community Composition and Relative Abundance",PRESENCE/ABSENCE,33275,ST CHARLES R #1,9/13/06,1.5 MI BLW Edson Arroyo Off Lime Rd,4771,13,536293,4225445,,,536293,4225445,Arkansas,150,10,AR0472,NULL,25733,3648.00206,SampleF records have SER sample number in Mark column - 3648.00206,NO
"Species Presence, Community Composition and Relative Abundance",PRESENCE/ABSENCE,33275,ST CHARLES R #1,9/13/06,ABV I-25,4972,13,528783,4219293,,,528783,4219293,Arkansas,160,8,AR0078,NULL,26579,3619.00306,SampleF records have SER sample number in Mark column - 3619.00306,NO
NULL,PRESENCE/ABSENCE,32792,FOUNTAIN CREEK #4,9/13/06,ABV Diversion @ Gauge,6126,13,510582,4300660,,,510582,4300660,Arkansas,450,16,AR1854,NULL,30759,Changed to Station AR1854 from AR3018,"Drainage area 103 sq. miles, 45 shocking minutes",YES
NULL,PRESENCE/ABSENCE,28945,APISHAPA RIVER,9/14/06,2 KM NNE Smith Hollow Near Apishapa SWA,5296,13,566269,4161460,,,566276,4161463,Arkansas,150,20,AR0378,NULL,24813,1628.00206,SampleF records have SER sample number in Mark column - 1628.00206,NO
"Species Presence, Community Composition and Relative Abundance",PRESENCE/ABSENCE,33326,GRANEROS CREEK #1,9/14/06,ABV Lawrence Blvd,6253,13,510767,4196245,,,510767,4196245,Arkansas,180,2,AR0466,NULL,24870,9711.00106 NO FISH,SampleF records have SER sample number in Mark column - 9711.00106,NO
NULL,PRESENCE/ABSENCE,33326,GRANEROS CREEK #1,9/14/06,BLW I-25,5927,13,515233,4196207,,,515233,4196207,Arkansas,NULL,NULL,AR0067,NULL,24912,215.00206 NO FISH,SampleF records have SER sample number in Mark column - 215.00206,NO
NULL,PRESENCE/ABSENCE,31613,APACHE CREEK,9/14/06,75 M ABV CO RD 660,6058,13,512148,4188350,,,512148,4188350,Arkansas,400,2,AR0467,NULL,24913,1493.00206 NO FISH,SampleF records have SER sample number in Mark column - 1493.00206,NO
NULL,PRESENCE/ABSENCE,33338,GREENHORN CREEK #1,9/14/06,ABV I-25,5653,13,517261,4200302,,,517261,4200302,Arkansas,150,8,AR0077,NULL,26811,225.00306,SampleF records have SER sample number in Mark column - 225.00306,NO
NULL,PRESENCE/ABSENCE,32792,FOUNTAIN CREEK #4,9/18/06,Between 8th St & HWY 24,5962,13,513954,4297859,,,513954,4297861,Arkansas,542,14.2,AR0386,NULL,412,NA,45 min shock time SER Sample Number in related SampleF records MARK column - 1651.00506,NO
NULL,PRESENCE/ABSENCE,30419,MONUMENT CREEK #1,9/18/06,550 M BLW W Polk St,6063,13,514721,4302110,,,514815,4302124,Arkansas,360,31,AR0110,NULL,871,NA,"Very poor E-fishing conditions, high turbidity",NO
NULL,PRESENCE/ABSENCE,32932,MONUMENT CREEK #2,9/18/06,ABV Gauge ABV Woodmen Rd (07103970),6255,13,515969,4309418,,,516227,4309990,Arkansas,450,18.3,AR0166,NULL,1000,NA,SampleF records have SER sample number in Mark column - 4040.00406 Original Notes:104 min total shocking time,NO
NULL,PRESENCE/ABSENCE,32792,FOUNTAIN CREEK #4,9/18/06,ABV Diversion @ Gauge,6126,13,510582,4300660,,,510582,4300660,Arkansas,518,20,AR1854,NULL,3096,NA,SER Sample Number in related SampleF records MARK column - 4032.00406,NO
NULL,PRESENCE/ABSENCE,30128,HUERFANO R #1,9/18/06,ABV I-25,5949,13,514393,4178660,,,514393,4178660,Arkansas,300,10,AR0328,NULL,24924,1494.00306,SampleF records have SER sample number in Mark column - 1494.00306,NO
NULL,PRESENCE/ABSENCE,30368,MIDDLE CREEK #2,9/18/06,100 M BLW Central Ave,6339,13,501001,4214338,,,501001,4214338,Arkansas,150,6,AR0127,NULL,24927,302.00206,SampleF records have SER sample number in Mark column - 302.00206,NO
"Species Presence, Community Composition and Relative Abundance",PRESENCE/ABSENCE,31475,"ST CHARLES R, NORTH",9/18/06,ABV HWY 78,6128,13,503899,4213546,,,503899,4213546,Arkansas,150,14,AR0126,NULL,25058,301.00206,SampleF records have SER sample number in Mark column - 301.00206,NO
"Species Presence, Community Composition and Relative Abundance",PRESENCE/ABSENCE,30419,MONUMENT CREEK #1,9/18/06,200 M BLW W Bijou St,5970,13,514781,4298520,,,514783,4298519,Arkansas,360,31,AR1839,NULL,26815,4041.00406,SampleF records have SER sample number in Mark column - 4041.00406,NO
